326DH112.DAT    88.09524    0.73816    0.11270    0.02570    0.08680    88.59838    0.11194    0.07890    0.00140    0.07610    -0.01070    
326DH111.DAT    89.52381    0.74257    0.11850    0.03310    0.08530    90.00252    0.10996    0.07950    0.00150    0.07580    -0.01090    
320DH110.DAT    90.47619    0.74253    0.11350    0.02510    0.08890    90.93860    0.10848    0.08270    0.00360    0.07740    -0.01160    
326DH110.DAT    90.47619    0.74211    0.12270    0.03810    0.08460    90.93860    0.10928    0.07920    0.00210    0.07570    -0.01100    
326DH109.DAT    91.42857    0.73940    0.11980    0.03560    0.08450    91.87469    0.10830    0.08100    0.00360    0.07570    -0.01130    
320DH109.DAT    92.38095    0.73484    0.13090    0.04270    0.08860    92.81077    0.10783    0.09170    0.01190    0.07790    -0.01150    
326DH108.DAT    92.38095    0.73804    0.12760    0.04350    0.08430    92.81077    0.10815    0.08300    0.00610    0.07570    -0.01130    
326DH107.DAT    94.28571    0.72561    0.15860    0.07530    0.08350    94.68294    0.10816    0.10090    0.02250    0.07720    -0.01230    
320DH108.DAT    94.28571    0.70862    0.20880    0.11670    0.09300    94.68294    0.10884    0.13360    0.05220    0.07970    -0.01650    
326DH106.DAT    95.23810    0.70769    0.21110    0.12600    0.08540    95.61904    0.10943    0.12950    0.04890    0.07870    -0.01530    
320DH107.DAT    95.23810    0.67943    0.30010    0.20350    0.09710    95.61904    0.11256    0.17900    0.09420    0.08230    -0.01720    
320DH106.DAT    96.19048    0.63927    0.39960    0.30760    0.09330    96.55511    0.11591    0.23340    0.14690    0.08610    -0.01970    
326DH105.DAT    96.19048    0.67934    0.30240    0.21600    0.08700    96.55511    0.11266    0.17710    0.09170    0.08290    -0.01740    
326DH104.DAT    97.14286    0.63946    0.42320    0.33080    0.09270    97.49120    0.11610    0.23030    0.14500    0.08420    -0.02160    
320DH105.DAT    97.14286    0.58266    0.54850    0.45670    0.09380    97.49120    0.11783    0.30330    0.21340    0.08950    -0.02290    
320DH104.DAT    97.61904    0.54814    0.60020    0.51370    0.08940    97.95924    0.11524    0.32950    0.24030    0.08870    -0.02090    
326DH103.DAT    97.61904    0.53684    0.73620    0.65420    0.08690    97.95924    0.11536    0.34350    0.25260    0.09090    -0.01950    
320DH102.DAT    98.09524    0.52010    0.56520    0.49620    0.07350    98.42728    0.10921    0.35740    0.26350    0.09450    -0.01940    
326DH102.DAT    98.09524    0.50518    0.95420    0.87320    0.08780    98.42728    0.11044    0.35880    0.26420    0.09470    -0.01910    
320DH103.DAT    98.57143    0.50081    0.60190    0.54850    0.06300    98.89533    0.10486    0.36960    0.26760    0.10170    -0.01420    
326DH101.DAT    98.57143    0.47653    0.94050    0.87940    0.07150    98.89533    0.10539    0.35800    0.25730    0.10110    -0.01570    
